nombre_a,hp_a,ataque_a,defensa_a,velocidad_a,nombre_b,hp_b,ataque_b,defensa_b,velocidad_b,gano_a,turnos,dano_a,dano_b
Evilhawk,162,75,157,83,Onslaught,232,255,133,83,0,2,1,211
Mali,4,19,1,1,Black Mamba,97,17,160,88,0,1,0,16
Norway,2,6,1,1,Greedo,34,17,94,32,0,1,0,16
Jordan,2,2,2,1,Venom III,208,184,136,88,0,1,0,188
Mexico,22,30,2,1,Sri Lanka,5,2,6,1,1,1,23,0
Wasp,120,35,99,147,Rey,22,12,80,52,1,22,22,21
Sabretooth,208,117,252,96,Demogoblin,80,117,147,106,1,80,80,80
Kabuto,22,149,124,76,Hawkgirl,229,64,178,134,0,22,21,22
Montserrat,1,1,2,2,Kyrgyzstan,2,4,1,1,0,1,1,2
Juggernaut,232,255,173,106,Darth Vader,80,117,252,83,1,27,81,26
Mauritania,2,16,1,1,Man-Wolf,97,107,173,88,0,1,0,118
Kiribati,1,1,3,1,Goblin Queen,64,17,136,57,0,1,0,15
Namora,97,215,157,106,Frenzy,232,131,125,88,1,3,242,2
Doctor Fate,185,33,120,63,Qatar,1,1,2,1,1,1,28,0
Zimbabwe,3,7,1,1,Sabretooth,208,117,252,96,0,1,0,122
Moldova,2,2,3,1,Wyatt Wingfoot,1,17,136,29,0,1,0,14
Wonder Man,208,255,157,134,One Punch Man,220,255,120,211,1,2,267,191
Speedy,45,6,173,83,Century,148,202,252,134,0,2,1,63
Space Ghost,92,38,199,83,Flareon,59,247,81,95,0,2,1,95
Tanzania,9,15,2,1,Brundlefly,92,75,27,63,0,1,0,72
Hal Jordan,185,229,173,191,Spider-Man,173,136,213,170,1,12,188,11
Darkhawk,162,75,157,83,Jersey,1,1,13,2,1,1,66,0
Cayman Islands,1,1,4,1,King Kong,173,255,186,181,0,1,0,260
Tajikistan,2,3,2,1,Guam,1,1,5,1,1,1,1,1
Norfolk Island,1,1,2,4,Norway,2,6,1,1,0,1,1,4
War Machine,232,202,213,160,Wildfire,232,75,99,57,1,3,328,2
Japan,25,7,6,1,Doctor Octopus,92,117,160,83,0,1,0,116
Captain Atom,208,236,199,211,Rorschach,45,17,199,73,1,2,66,1
Exeggutor,91,178,117,76,Sierra Leone,2,2,2,1,1,1,162,0
Man of Miracles,232,255,252,255,Philippines,20,5,6,1,1,1,252,0
Moses Magnum,97,64,136,29,Thunderbird,73,75,173,68,1,73,73,73
Malaysia,6,6,2,1,Firelord,208,157,62,191,0,1,0,158
Ghost Rider,232,136,147,63,Black Panther,138,33,252,75,1,138,138,138
Steppenwolf,232,255,252,211,India,225,50,6,1,1,1,276,0
Green Arrow,64,22,226,88,Molten Man,194,184,136,57,0,64,64,64
Silk,162,117,160,181,Michelangelo,150,27,186,127,1,150,150,149
Maldives,1,1,21,1,Professor Zoom,45,17,41,255,0,1,0,1
Killer Croc,208,131,147,88,Lesotho,1,1,2,1,1,1,122,0
Jason Bourne,69,22,252,73,Metron,129,17,62,119,0,69,68,69
Thanos,232,255,199,83,Maverick,97,17,213,29,1,3,120,2
Venezuela,6,15,1,1,Dragonite,87,255,132,123,0,1,0,243
Doctor Fate,185,33,120,63,Electabuzz,59,155,76,170,0,6,5,215
Ditto,41,86,63,63,Mauritania,2,16,1,1,1,1,85,0
Huntress,64,17,239,57,Shatterstar,148,117,210,114,0,64,63,64
Green Arrow,64,22,226,88,Greedo,34,17,94,32,1,34,34,33
Palestine,2,1,11,1,Rip Hunter,22,12,54,19,0,2,1,2
Cubone,43,90,132,39,Scorpion,197,128,199,152,0,43,42,43
Trinidad and Tobago,1,1,5,1,Mexico,22,30,2,1,0,1,0,23
Fin Fang Foom,232,205,173,57,Nigeria,30,15,4,1,1,1,184,0
Sierra Leone,2,2,2,1,Mister Sinister,208,117,120,116,0,1,0,119
Carnage,194,157,226,178,Hela,232,255,107,116,1,6,273,140
Heat Wave,104,17,67,42,Data,92,75,120,52,0,13,12,104
Turkey,16,13,2,1,Svalbard and Jan Mayen,1,2,1,1,1,1,13,0
Lady Deathstrike,197,64,226,106,Staryu,22,80,74,133,1,22,22,22
Junkpile,208,91,67,42,Magog,148,117,178,57,0,5,4,257
Light Lass,64,17,99,88,Wasp,120,35,99,147,0,64,63,64
Purple Man,69,17,14,19,Walrus,115,64,41,19,0,2,1,100
Lex Luthor,150,131,173,63,Yellowjacket,64,17,25,29,1,1,91,0
Rhydon,102,247,168,48,Moltres,86,188,124,142,1,1,112,23
Electro,129,17,157,127,Tiger Shark,162,181,62,116,0,6,6,153
Tuvalu,1,1,7,5,Daredevil,80,25,252,63,0,1,0,18
Lightning Lord,97,17,99,57,Macao,1,1,28,1,1,1,1,0
Copycat,57,17,147,52,Rachel Pirzad,22,1,14,19,1,8,24,7
Spider-Woman III,97,117,62,68,Moses Magnum,97,64,136,29,0,49,49,98
Clock King,22,17,94,42,Black Bolt,194,168,136,255,0,1,0,74
Nicaragua,2,3,2,1,Weezing,59,168,168,86,0,1,0,142
Swamp Thing,232,242,133,63,Hal Jordan,185,229,173,191,0,3,130,267
Blackwulf,69,64,54,19,Yoda,57,128,226,83,0,1,0,85
Lithuania,2,2,2,1,Toxin,194,184,173,178,0,1,0,165
Indiana Jones,69,17,67,42,Nigeria,30,15,4,1,1,3,39,2
Jim Powell,185,91,41,57,Monica Dawson,31,17,226,88,1,31,31,31
Captain Atom,208,236,199,211,Toad,129,80,62,147,1,1,178,0
Nauru,1,1,8,6,Namora,97,215,157,106,0,1,0,189
Electabuzz,59,155,76,170,Violet Parr,115,14,27,32,1,1,129,0
Firebird,31,12,99,101,Paul Blart,115,20,1,52,1,11,124,10
Firestorm,129,131,99,147,Deadpool,232,75,252,127,0,129,129,129
Uganda,7,5,3,1,New Zealand,2,5,1,1,1,1,4,0
Harry Potter,22,9,120,52,Wyatt Wingfoot,1,17,136,29,1,1,1,0
JJ Powell,22,17,14,19,Hitmonlee,43,227,71,136,0,1,0,211
Rorschach,45,17,199,73,Kylo Ren,69,107,173,83,0,45,44,45
Ditto,41,86,63,63,Dash,138,22,67,234,1,8,154,8
Black Lightning,64,20,186,134,Scarecrow,31,17,120,29,1,31,31,30
Deathstroke,232,70,226,88,Kingpin,92,38,173,63,1,92,92,91
Shadowcat,57,12,173,52,Taskmaster,45,22,252,127,1,45,45,45
Godzilla,232,255,41,137,Seychelles,1,1,4,1,1,1,269,0
Bling!,208,27,62,29,Suriname,1,3,1,1,1,1,24,0
Indiana Jones,69,17,67,42,Zimbabwe,3,7,1,1,1,1,14,0
The Comedian,22,27,199,42,Citizen Steel,232,242,147,83,0,1,0,40
Man-Thing,232,75,94,19,Horsea,22,70,95,86,1,22,22,22
Daphne Powell,22,17,14,19,Mera,138,154,199,201,0,1,0,141
Franklin Richards,138,202,120,127,Domino,64,17,184,68,1,4,65,3
Elongated Man,208,17,94,83,Silk,162,117,160,181,0,9,8,222
Living Tribunal,232,255,67,255,Greece,3,3,2,1,1,1,230,0
Nicaragua,2,3,2,1,Mysterio,92,17,173,42,0,1,0,14
Nicaragua,2,3,2,1,Judge Dredd,115,38,239,96,0,1,0,34
Wallis and Futuna,1,1,2,1,Solomon Grundy,232,236,67,32,0,1,0,219
Kingpin,92,38,173,63,Stephanie Powell,22,17,14,137,1,1,24,1
Doppelganger,220,157,210,152,Nigeria,30,15,4,1,1,1,166,0
Elongated Man,208,17,94,83,Blackwing,73,17,136,88,1,73,73,73
Mysterio,92,17,173,42,Joker,138,17,173,29,0,92,92,92
Solomon Islands,1,1,1,1,Horsea,22,70,95,86,0,1,0,71
Luxembourg,1,1,4,1,Mister Freeze,162,75,62,29,0,1,0,73
Killer Croc,208,131,147,88,Red Mist,31,17,136,57,1,31,31,30
Mew,96,188,139,161,Magneto,194,202,199,68,0,2,2,126
Iron Fist,115,136,252,83,Flareon,59,247,81,95,1,2,108,2
Cable,129,117,199,57,Yellowjacket,64,17,25,29,1,1,85,0
Thailand,14,9,3,1,Matt Parkman,31,17,136,29,0,1,0,14
Elle Bishop,97,12,99,29,Gary Bell,22,4,14,19,1,22,22,21
French Polynesia,1,1,2,1,Sunspot,57,157,173,88,0,1,0,175
Kyrgyzstan,2,4,1,1,Blob,220,210,178,57,0,1,0,236
Hela,232,255,107,116,Michelangelo,150,27,186,127,1,3,196,3
Vanisher,129,17,99,191,Warlock,220,86,239,201,0,129,128,129
Hyperion,220,255,199,255,Sandman,208,189,147,116,1,2,210,1
Punisher,104,33,252,52,Cameron Hicks,64,17,173,57,1,64,64,64
Donatello,138,27,186,116,Wonder Woman,232,255,252,201,0,3,2,193
Maldives,1,1,21,1,Toad,129,80,62,147,0,1,0,53
Justice,162,17,67,83,U.S. Virgin Islands,1,1,6,1,1,1,12,0
Juggernaut,232,255,173,106,Rambo,69,27,252,63,1,23,69,22
Dormammu,232,242,199,211,Hal Jordan,185,229,173,191,1,3,218,60
Colossus,232,210,199,83,Mera,138,154,199,201,1,13,147,13
Captain Marvel II,208,205,136,68,Cable,129,117,199,57,1,22,133,21
Lebanon,2,1,7,1,Namora,97,215,157,106,0,1,0,196
Klaw,232,91,147,83,T-800,138,80,160,42,1,138,138,137
Cyclops,97,17,199,57,Toxin,194,184,173,178,0,97,96,97
Martinique,1,1,7,1,Uruguay,2,4,1,1,0,1,0,1
Havok,138,17,107,63,Doctor Doom,232,75,210,50,0,138,138,138
Monaco,1,1,255,58,Multiple Man,162,20,152,57,0,1,1,1
Rachel Pirzad,22,1,14,19,Hela,232,255,107,116,0,1,0,248
Cheetah,45,12,173,106,Serbia,2,2,2,1,1,1,10,0
Juggernaut,232,255,173,106,One-Above-All,232,255,252,255,0,3,6,252
Quill,31,17,25,29,Scarlet Witch,162,17,199,73,0,31,30,31
Maya Herrera,31,17,25,29,Raven,162,17,94,73,0,31,30,31
Liberia,2,3,1,1,Cheetah II,45,43,147,106,0,1,0,44
Bloodaxe,185,202,210,83,Killer Frost,80,17,67,32,1,1,149,0
Mongolia,2,24,1,1,Spider-Woman,138,102,173,106,0,1,0,89
Toad,129,80,62,147,Black Bolt,194,168,136,255,0,2,1,195
Vulture,57,49,67,106,Boom-Boom,97,17,157,29,0,57,57,57
Ra's Al Ghul,97,64,252,81,Thanos,232,255,199,83,0,33,32,99
Jennifer Kale,97,17,178,88,Supergirl,232,255,186,255,0,2,1,155
Red Robin,73,20,199,68,Sif,185,229,173,170,0,3,2,89
Chameleon,64,17,62,29,Pyro,31,17,62,29,1,31,31,31
Kingpin,92,38,173,63,Franklin Richards,138,202,120,127,0,4,3,115
Blue Beetle III,185,80,67,147,Taskmaster,45,22,252,127,1,45,45,44
Captain Cold,45,17,41,42,Marowak,54,149,153,57,0,1,0,123
Warp,64,17,120,57,Ditto,41,86,63,63,1,41,41,41
French Southern Territories,1,1,1,1,Kosovo,1,1,3,1,0,1,0,1
Heard Island and McDonald Islands,1,1,1,1,Oman,2,4,1,1,0,1,1,3
Philippines,20,5,6,1,Light Lass,64,17,99,88,0,2,1,21
Malta,1,1,20,1,Slovakia,2,2,3,1,0,1,1,1
Kyle Rayner,138,229,147,127,Swaziland,1,1,2,1,1,1,238,0
Norway,2,6,1,1,Drax the Destroyer,197,202,160,63,0,1,0,209
Flash II,138,117,147,255,Shriek,64,17,99,57,1,4,74,3
Tinkerer,31,17,25,57,Captain Britain,138,194,199,127,0,1,0,181
Iraq,7,7,2,1,French Southern Territories,1,1,1,1,1,1,6,1
Mayotte,1,1,7,1,Jack of Hearts,69,136,67,255,0,1,0,148
T-1000,232,80,186,83,Niue,1,1,1,1,1,1,85,0
Mew,96,188,139,161,Bling!,208,27,62,29,1,2,271,1
Kid Flash,97,1,67,234,Mewtwo,103,208,124,217,0,1,1,121
Tokelau,1,1,3,12,Citizen Steel,232,242,147,83,0,1,0,213
Ms Marvel II,194,157,136,57,Hellcat,104,20,173,83,1,104,104,104
Living Brain,129,131,62,88,Phoenix,232,255,199,211,0,1,0,205
Paul Blart,115,20,1,52,Mozambique,5,13,1,1,1,1,20,0
James T. Kirk,69,20,186,42,Sierra Leone,2,2,2,1,1,1,17,0
Hawkgirl,229,64,178,134,Syria,5,4,3,1,1,1,70,0
Thor,232,255,252,211,Wildfire,232,75,99,57,1,2,290,1
Destroyer,227,242,173,147,Doc Samson,185,202,173,83,1,3,190,60
Vixen,115,91,54,127,DL Hawkins,129,22,136,29,0,115,115,115
Zoom,64,17,62,255,Uruguay,2,4,1,1,1,1,16,0
Husk,180,157,157,88,Magneto,194,202,199,68,0,5,5,207
Monaco,1,1,255,58,Nepal,7,3,4,1,0,1,1,1
Longshot,22,17,173,68,Nauru,1,1,8,6,1,1,9,0
Phoenix,232,255,199,211,Michelangelo,150,27,186,127,1,3,225,2
Kangaskhan,102,178,110,142,X-23,232,54,239,106,0,102,102,102
Venom III,208,184,136,88,Two-Face,31,17,62,29,1,1,137,0
Lesotho,1,1,2,1,Mantis,185,12,199,83,0,1,0,9
South Africa,10,19,2,1,Ra's Al Ghul,97,64,252,81,0,1,0,63
Juggernaut,232,255,173,106,T-800,138,80,160,42,1,2,185,1
Tuvalu,1,1,7,5,Saint Lucia,1,1,5,1,1,1,1,0
John Stewart,148,215,160,106,Hela,232,255,107,116,0,2,107,175
Elongated Man,208,17,94,83,Miss Martian,232,215,107,147,0,2,1,247
Kang,162,117,173,147,Isis,106,117,136,191,1,106,106,106
Kool-Aid Man,22,38,25,19,Kazakhstan,4,41,1,1,1,1,42,0
São Tomé and Príncipe,1,1,4,1,T-1000,232,80,186,83,0,1,0,80
Sierra Leone,2,2,2,1,Jason Bourne,69,22,252,73,0,1,0,21
Equatorial Guinea,1,1,2,1,Suriname,1,3,1,1,0,1,0,1
Enchantress,138,27,94,63,Negasonic Teenage Warhead,22,9,80,19,1,22,22,21
Mister Freeze,162,75,62,29,Frenzy,232,131,125,88,0,3,2,221
Warp,64,17,120,57,Vaporeon,128,119,81,95,0,64,63,64
Master Chief,185,184,252,88,Bushido,22,17,173,19,1,2,24,1
Stardust,255,215,213,255,Liberia,2,3,1,1,1,1,227,0
Kyle Rayner,138,229,147,127,Leech,31,4,25,29,1,1,230,0
Wonder Man,208,255,157,134,Sauron,232,215,173,83,1,4,296,174
Vindicator,148,157,173,134,Black Adam,232,255,136,234,0,2,22,183
Cambodia,4,4,2,1,Malta,1,1,20,1,1,1,1,0
Indiana Jones,69,17,67,42,Papua New Guinea,2,8,1,1,1,1,17,0
Nina Theroux,22,4,41,19,Purple Man,69,17,14,19,0,22,21,22
Russia,28,255,1,1,Rogue,64,17,199,29,0,2,54,33
Juggernaut,232,255,173,106,Maya Herrera,31,17,25,29,1,1,248,0
British Indian Ocean Territory,1,1,2,3,Blackout,185,75,160,114,0,1,0,68
Dragonair,55,157,88,104,Chuck Norris,129,202,250,119,0,1,0,110
Punisher,104,33,252,52,Nepal,7,3,4,1,1,1,28,0
Plastic Man,232,157,136,57,Doctor Doom,232,75,210,50,1,200,200,200
Ukraine,10,10,2,1,Red Hood,64,22,239,57,0,1,0,20
Turkmenistan,2,8,1,1,Lightning Lad,64,17,99,57,0,1,0,14
She-Thing,185,181,160,52,Boom-Boom,97,17,157,29,1,4,97,3
Captain Cold,45,17,41,42,Maxima,129,229,186,88,0,1,0,202
Sri Lanka,5,2,6,1,Catwoman,64,20,213,83,0,1,0,13
Palau,1,1,2,1,Snorlax,160,208,88,29,0,1,0,234
Dormammu,232,242,199,211,Tuvalu,1,1,7,5,1,1,231,0
Cyclops,97,17,199,57,Feral,64,64,173,114,1,64,64,64
Swamp Thing,232,242,133,63,Maxima,129,229,186,88,0,3,119,303
Deadpool,232,75,252,127,Hitmonlee,43,227,71,136,1,12,46,12
Maxima,129,229,186,88,Saint Kitts and Nevis,1,1,4,1,1,1,239,0
Goldeen,38,123,81,91,Panama,2,2,2,1,1,1,129,0
Kingpin,92,38,173,63,Mozambique,5,13,1,1,1,1,36,0
Wasp,120,35,99,147,Black Mamba,97,17,160,88,1,97,97,96
Moltres,86,188,124,142,Saint Pierre and Miquelon,1,1,1,1,1,1,192,0
Bullseye,162,20,173,63,Palau,1,1,2,1,1,1,18,0
Stormtrooper,34,12,41,19,Seaking,75,172,88,101,0,1,0,123
Plantman,127,149,54,63,Flash,115,17,72,255,1,2,157,2
Havok,138,17,107,63,Taiwan,5,2,11,1,1,1,5,0
Luxembourg,1,1,4,1,Vietnam,18,6,5,1,0,1,0,2
Professor X,31,12,72,29,Seadra,49,119,132,133,0,1,0,49
Metallo,220,131,157,57,Shadow King,232,22,186,68,0,200,200,200
Etrigan,232,215,120,42,Isis,106,117,136,191,1,2,174,2
T-1000,232,80,186,83,Ozymandias,45,38,239,83,1,45,45,45
Frenzy,232,131,125,88,Guam,1,1,5,1,1,1,118,0
Chuck Norris,129,202,250,119,Seadra,49,119,132,133,1,1,72,1
Venom III,208,184,136,88,Dr Manhattan,232,255,99,106,0,2,90,233
Deathstroke,232,70,226,88,Green Goblin II,115,136,57,93,1,9,122,9
Jim Powell,185,91,41,57,Husk,180,157,157,88,0,2,1,229
Jamaica,2,1,5,1,Mandarin,64,64,239,57,0,1,0,60
Green Goblin,138,117,120,96,Eevee,49,99,66,76,1,2,100,1
Wyatt Wingfoot,1,17,136,29,Brainiac 5,64,17,72,57,0,1,0,1
Swamp Thing,232,242,133,63,Ireland,2,2,2,1,1,1,224,0
Mister Freeze,162,75,62,29,Firelord,208,157,62,191,0,2,12,177
Eevee,49,99,66,76,Japan,25,7,6,1,1,1,98,0
Darth Maul,69,117,252,127,Cheetah II,45,43,147,106,1,45,45,44
Raven,162,17,94,73,Darkstar,97,12,157,88,1,97,97,97
Citizen Steel,232,242,147,83,Greedo,34,17,94,32,1,1,149,0
Puerto Rico,2,1,7,1,Vegeta,220,255,252,234,0,1,0,255
Venom,194,141,210,165,Norway,2,6,1,1,1,1,121,0
Lightning Lord,97,17,99,57,Zatanna,64,17,136,57,1,64,64,64
Silk,162,117,160,181,Bushido,22,17,173,19,1,22,22,21
Mephisto,220,215,99,88,Svalbard and Jan Mayen,1,2,1,1,1,1,225,0
Mimic,129,168,99,119,Bumblebee,22,64,80,63,1,1,75,0
Vindicator,148,157,173,134,Seychelles,1,1,4,1,1,1,153,0
Hawk,220,91,99,88,Jolt,73,22,99,68,1,73,73,72
Puerto Rico,2,1,7,1,Snorlax,160,208,88,29,0,1,0,211
T-850,208,202,186,63,Silver Surfer,208,255,72,255,1,2,257,138
Thor,232,255,252,211,Sunspot,57,157,173,88,1,1,78,0
New Caledonia,1,1,1,1,T-1000,232,80,186,83,0,1,0,79
Elastigirl,220,75,173,83,Mach-IV,194,86,136,152,1,194,194,194
Jessica Jones,162,107,133,127,East Timor,1,1,2,1,1,1,103,0
Huntress,64,17,239,57,South Georgia and the South Sandwich Islands,1,1,1,1,1,1,18,0
Yemen,5,9,2,1,Harry Potter,22,9,120,52,0,1,0,6
Tanzania,9,15,2,1,Doomsday,232,255,226,170,0,1,0,216
Seychelles,1,1,4,1,Data,92,75,120,52,0,1,0,64
Cyborg,197,131,157,106,Shadowcat,57,12,173,52,1,57,57,56
Firebird,31,12,99,101,Nebula,115,128,147,32,0,1,1,32
Sudan,8,29,1,1,Morocco,7,8,2,1,1,1,25,0
Bullseye,162,20,173,63,Frenzy,232,131,125,88,0,162,161,162
Dagger,97,17,173,88,Vision,220,181,173,137,0,13,12,101
Bloodhawk,185,17,157,127,Lizard,162,125,136,68,1,162,162,161
Kang,162,117,173,147,British Indian Ocean Territory,1,1,2,3,1,1,123,0
Hong Kong,2,1,96,1,Thailand,14,9,3,1,0,2,1,2
Kid Flash,97,1,67,234,Rip Hunter,22,12,54,19,1,22,22,21
Shriek,64,17,99,57,French Polynesia,1,1,2,1,1,1,15,0
One Punch Man,220,255,120,211,Martian Manhunter,232,242,213,234,0,2,39,239
Portugal,3,2,3,1,T-850,208,202,186,63,0,1,0,225
Zimbabwe,3,7,1,1,Isis,106,117,136,191,0,1,0,102
Chameleon,64,17,62,29,Paul Blart,115,20,1,52,1,8,128,8
Scarecrow,31,17,120,29,Sobek,106,80,136,57,0,31,30,31
Red Mist,31,17,136,57,Hitmonchan,43,198,108,116,0,1,0,57
Goldeen,38,123,81,91,Kenya,9,10,2,1,1,1,138,0
Norway,2,6,1,1,Offspring,229,17,136,88,0,1,0,16
Savage Dragon,197,176,178,137,Swaziland,1,1,2,1,1,1,187,0
Iron Fist,115,136,252,83,Krypto,208,202,94,255,1,5,219,5
Kraven II,64,80,213,57,Kangaskhan,102,178,110,142,0,64,63,64
Dragonite,87,255,132,123,Cheetah III,185,255,239,224,0,1,0,128
Elastigirl,220,75,173,83,Hitmonchan,43,198,108,116,0,9,8,228
Guinea,3,5,2,1,Hela,232,255,107,116,0,1,0,229
Israel,2,1,6,1,John Constantine,92,17,160,19,0,1,0,13
Blob,220,210,178,57,Haiti,3,1,6,1,1,1,192,0
Captain Hindsight,69,17,41,211,Kick-Ass,80,17,136,57,0,69,69,69
Goldeen,38,123,81,91,Brundlefly,92,75,27,63,1,1,107,0
Ronin,22,22,199,52,Madagascar,5,10,2,1,1,1,18,0
Seadra,49,119,132,133,Blackout,185,75,160,114,0,49,49,49
Red Hood,64,22,239,57,Robin III,64,20,213,68,0,64,63,64
Han Solo,45,17,147,42,Jordan,2,2,2,1,1,1,16,0
Spock,92,38,94,42,Blob,220,210,178,57,0,1,0,133
Vibe,69,17,67,42,North Korea,5,3,4,1,1,1,14,0
Juggernaut,232,255,173,106,Macao,1,1,28,1,1,1,250,0
Skaar,208,215,213,68,Singapore,2,1,103,1,1,1,97,0
General Zod,232,255,239,245,Darth Maul,69,117,252,127,1,23,69,22
Iran,16,25,2,1,Exeggutor,91,178,117,76,0,1,0,198
Hellboy,220,131,186,52,New Zealand,2,5,1,1,1,1,147,0
South Korea,10,2,8,1,Bling!,208,27,62,29,0,1,0,18
Vietnam,18,6,5,1,Indiana Jones,69,17,67,42,0,2,1,27
Spider-Man,173,136,213,170,Phoenix,232,255,199,211,0,4,3,177
Doomsday,232,255,226,170,Black Bolt,194,168,136,255,1,2,249,2
Scorpion,197,128,199,152,Morlun,97,149,136,88,1,97,97,96
Red Hulk,197,255,186,119,Vibe,69,17,67,42,1,1,177,0
Poland,8,6,3,1,Wonder Man,208,255,157,134,0,1,0,289
Nebula,115,128,147,32,Metallo,220,131,157,57,0,115,114,115
Jordan,2,2,2,1,Bloodhawk,185,17,157,127,0,1,0,15
Siren,138,154,147,201,Rambo,69,27,252,63,1,69,69,68
Nepal,7,3,4,1,Vegeta,220,255,252,234,0,1,0,242
Solomon Grundy,232,236,67,32,Chuck Norris,129,202,250,119,0,2,1,254
Hellboy,220,131,186,52,Turkmenistan,2,8,1,1,1,1,128,0
Swamp Thing,232,242,133,63,The Cape,73,17,157,57,1,1,88,0
Cubone,43,90,132,39,Micah Sanders,31,12,25,29,1,1,70,0
Lady Deathstrike,197,64,226,106,Silverclaw,97,64,99,88,1,97,97,96
Darkstar,97,12,157,88,Killer Croc,208,131,147,88,0,97,96,97
Evilhawk,162,75,157,83,Yellowjacket,64,17,25,29,1,2,100,1
Kang,162,117,173,147,Dazzler,138,17,133,83,1,138,138,137
Mandarin,64,64,239,57,Man-Wolf,97,107,173,88,0,64,63,64
Shadow King,232,22,186,68,Doc Samson,185,202,173,83,0,15,14,239
Catwoman,64,20,213,83,Saudi Arabia,6,30,1,1,1,1,17,0
Lizard,162,125,136,68,Robin VI,45,12,173,63,1,45,45,44
Maldives,1,1,21,1,Klaw,232,91,147,83,0,1,0,69
Callisto,97,131,213,57,Domino,64,17,184,68,1,64,64,64
Zatanna,64,17,136,57,Pyro,31,17,62,29,1,31,31,30
Slovakia,2,2,3,1,John Constantine,92,17,160,19,0,1,0,16
Maldives,1,1,21,1,John Wraith,64,22,199,88,0,1,0,1
Marvel Girl,97,215,199,119,Haiti,3,1,6,1,1,1,223,0
Ukraine,10,10,2,1,MODOK,57,38,27,63,0,1,0,31
Mr Immortal,232,17,67,19,Electro,129,17,157,127,1,129,129,129
Juggernaut,232,255,173,106,Thanos,232,255,199,83,0,3,162,257
Morlun,97,149,136,88,Spider-Girl,150,91,186,152,0,97,96,97
Dr Manhattan,232,255,99,106,Morocco,7,8,2,1,1,1,273,0
X-23,232,54,239,106,Zimbabwe,3,7,1,1,1,1,59,0
Kraven the Hunter,97,75,213,88,Hit-Girl,45,9,160,73,1,45,45,44
Mew,96,188,139,161,Red Robin,73,20,199,68,1,73,73,72
Professor X,31,12,72,29,Warlock,220,86,239,201,0,3,2,43
